"","V1","V2"
"5 1 000 1 6",0.979274611398964,772
"5 1 000 1 7",0.995833333333333,480
"5 1 000 1 8",0.996710526315789,304
"5 1 000 1 9",0.994505494505495,182
"5 1 000 1 10",1,109
"6 1 000 1 -10",0,167
"6 1 000 1 -9",0,266
"6 1 000 1 -8",0.00446428571428571,448
"6 1 000 1 -7",0.0131771595900439,683
"6 1 000 1 -6",0.0302734375,1024
"6 1 000 1 -5",0.0416407706650093,1609
"6 1 000 1 -4",0.0769561478933792,2326
"6 1 000 1 -3",0.127382753403933,3305
"6 1 000 1 -2",0.225530932594645,4332
"6 1 000 1 -1",0.364532019704433,5481
"6 1 000 1 0",0.571571738767329,5987
"6 1 000 1 1",0.752510896342619,5277
"6 1 000 1 2",0.861778846153846,4160
"6 1 000 1 3",0.932852931542745,3053
"6 1 000 1 4",0.963047445255474,2192
"6 1 000 1 5",0.974801061007958,1508
"6 1 000 1 6",0.99003984063745,1004
"6 1 000 1 7",1,633
"6 1 000 1 8",1,375
"6 1 000 1 9",1,242
"6 1 000 1 10",1,147
"7 1 000 1 -10",0,201
"7 1 000 1 -9",0,327
"7 1 000 1 -8",0.00193423597678917,517
"7 1 000 1 -7",0.0075,800
"7 1 000 1 -6",0.0125523012552301,1195
"7 1 000 1 -5",0.0233592880978865,1798
"7 1 000 1 -4",0.0442219440967877,2397
"7 1 000 1 -3",0.0851196023609817,3219
"7 1 000 1 -2",0.173599422938206,4159
"7 1 000 1 -1",0.311821471652593,4974
"7 1 000 1 0",0.573518090839107,5196
"7 1 000 1 1",0.800370446593949,4859
"7 1 000 1 2",0.904390243902439,4100
"7 1 000 1 3",0.953860942005767,3121
"7 1 000 1 4",0.979113384484228,2346
"7 1 000 1 5",0.991935483870968,1736
"7 1 000 1 6",0.999145299145299,1170
"7 1 000 1 7",0.998721227621483,782
"7 1 000 1 8",1,497
"7 1 000 1 9",1,326
"7 1 000 1 10",0.995192307692308,208
"8 1 000 1 -10",0,261
"8 1 000 1 -9",0,393
"8 1 000 1 -8",0,580
"8 1 000 1 -7",0.00107411385606874,931
"8 1 000 1 -6",0.00602863602110023,1327
"8 1 000 1 -5",0.011500547645126,1826
"8 1 000 1 -4",0.0206869633099141,2562
"8 1 000 1 -3",0.0432432432432432,3145
"8 1 000 1 -2",0.105561277033986,3884
"8 1 000 1 -1",0.235294117647059,4488
"8 1 000 1 0",0.588939690833878,4593
"8 1 000 1 1",0.87273930304367,4534
"8 1 000 1 2",0.954708290685773,3908
"8 1 000 1 3",0.986084756483238,3162
"8 1 000 1 4",0.992279561154002,2461
"8 1 000 1 5",0.997809419496167,1826
"8 1 000 1 6",1,1347
"8 1 000 1 7",1,896
"8 1 000 1 8",0.998366013071895,612
"8 1 000 1 9",1,410
"8 1 000 1 10",1,276
"9 1 000 1 -10",0,337
"9 1 000 1 -9",0,496
"9 1 000 1 -8",0,698
"9 1 000 1 -7",0,1080
"9 1 000 1 -6",0.00145666423889294,1373
"9 1 000 1 -5",0.00200904068307383,1991
"9 1 000 1 -4",0.00505050505050505,2574
"9 1 000 1 -3",0.012720156555773,3066
"9 1 000 1 -2",0.0418118466898955,3731
"9 1 000 1 -1",0.100047080979284,4248
"9 1 000 1 0",0.600440960313572,4082
"9 1 000 1 1",NA,0
"9 1 000 1 2",NA,0
"9 1 000 1 3",NA,0
"9 1 000 1 4",NA,0
"9 1 000 1 5",NA,0
"9 1 000 1 6",NA,0
"9 1 000 1 7",NA,0
"9 1 000 1 8",NA,0
"9 1 000 1 9",NA,0
"9 1 000 1 10",NA,0
"1 0 000 2 -10",0,2
"1 0 000 2 -9",0,4
"1 0 000 2 -8",0,2
"1 0 000 2 -7",0,8
"1 0 000 2 -6",0.0487804878048781,41
"1 0 000 2 -5",0.154838709677419,155
"1 0 000 2 -4",0.18970189701897,369
"1 0 000 2 -3",0.304597701149425,870
"1 0 000 2 -2",0.383727639930756,1733
"1 0 000 2 -1",0.467267966249636,3437
"1 0 000 2 0",0.585229318754706,30547
"1 0 000 2 1",NA,0
"1 0 000 2 2",NA,0
"1 0 000 2 3",NA,0
"1 0 000 2 4",NA,0
"1 0 000 2 5",NA,0
"1 0 000 2 6",NA,0
"1 0 000 2 7",NA,0
"1 0 000 2 8",NA,0
"1 0 000 2 9",NA,0
"1 0 000 2 10",NA,0
"2 0 000 2 -10",0,12
"2 0 000 2 -9",0,19
"2 0 000 2 -8",0.0434782608695652,46
"2 0 000 2 -7",0.0952380952380952,84
"2 0 000 2 -6",0.106598984771574,197
"2 0 000 2 -5",0.168674698795181,332
"2 0 000 2 -4",0.143504531722054,662
"2 0 000 2 -3",0.254261363636364,1408
"2 0 000 2 -2",0.341538461538462,2925
"2 0 000 2 -1",0.445281726323001,5839
"2 0 000 2 0",0.575067275799487,15979
"2 0 000 2 1",0.685055865921788,4296
"2 0 000 2 2",0.767388300322432,2171
"2 0 000 2 3",0.850661625708885,1058
"2 0 000 2 4",0.921397379912664,458
"2 0 000 2 5",0.950248756218905,201
"2 0 000 2 6",0.954545454545455,66
"2 0 000 2 7",1,26
"2 0 000 2 8",1,13
"2 0 000 2 9",0.833333333333333,6
"2 0 000 2 10",1,3
"3 0 000 2 -10",0,26
"3 0 000 2 -9",0.0540540540540541,37
"3 0 000 2 -8",0.0212765957446809,94
"3 0 000 2 -7",0.0342857142857143,175
"3 0 000 2 -6",0.0680473372781065,338
"3 0 000 2 -5",0.116987179487179,624
"3 0 000 2 -4",0.158586688578472,1217
"3 0 000 2 -3",0.26137963397466,2131
"3 0 000 2 -2",0.324252294936334,3377
"3 0 000 2 -1",0.442301007994439,5754
"3 0 000 2 0",0.570857751731486,11262
"3 0 000 2 1",0.695930335880576,5627
"3 0 000 2 2",0.776923076923077,3120
"3 0 000 2 3",0.855483870967742,1550
"3 0 000 2 4",0.916279069767442,860
"3 0 000 2 5",0.929061784897025,437
"3 0 000 2 6",0.96969696969697,231
"3 0 000 2 7",0.942622950819672,122
"3 0 000 2 8",0.950819672131147,61
"3 0 000 2 9",1,30
"3 0 000 2 10",1,16
"4 0 000 2 -10",0,60
"4 0 000 2 -9",0,90
"4 0 000 2 -8",0.0116279069767442,172
"4 0 000 2 -7",0.0468227424749164,299
"4 0 000 2 -6",0.0726141078838174,482
"4 0 000 2 -5",0.0893512851897185,817
"4 0 000 2 -4",0.146206896551724,1450
"4 0 000 2 -3",0.225510629428929,2399
"4 0 000 2 -2",0.306149379783584,3789
"4 0 000 2 -1",0.446955547254389,5354
"4 0 000 2 0",0.590879814504702,7763
"4 0 000 2 1",0.717769338396962,5003
"4 0 000 2 2",0.808004814926271,3323
"4 0 000 2 3",0.873552123552124,2072
"4 0 000 2 4",0.927710843373494,1245
"4 0 000 2 5",0.954068241469816,762
"4 0 000 2 6",0.961928934010152,394
"4 0 000 2 7",0.972093023255814,215
"4 0 000 2 8",0.983471074380165,121
"4 0 000 2 9",1,63
"4 0 000 2 10",1,21
"5 0 000 2 -10",0,90
"5 0 000 2 -9",0.0087719298245614,114
"5 0 000 2 -8",0.0114503816793893,262
"5 0 000 2 -7",0.0346534653465347,404
"5 0 000 2 -6",0.038961038961039,616
"5 0 000 2 -5",0.0710332103321033,1084
"5 0 000 2 -4",0.109975961538462,1664
"5 0 000 2 -3",0.192212096106048,2414
"5 0 000 2 -2",0.288643107634206,3707
"5 0 000 2 -1",0.421650717703349,5016
"5 0 000 2 0",0.57987012987013,6160
"5 0 000 2 1",0.730293819655522,4935
"5 0 000 2 2",0.825810024923844,3611
"5 0 000 2 3",0.889157597742846,2481
"5 0 000 2 4",0.932975871313673,1492
"5 0 000 2 5",0.962805526036132,941
"5 0 000 2 6",0.986371379897785,587
"5 0 000 2 7",0.994029850746269,335
"5 0 000 2 8",0.991266375545852,229
"5 0 000 2 9",1,130
"5 0 000 2 10",1,71
"6 0 000 2 -10",0,108
"6 0 000 2 -9",0,177
"6 0 000 2 -8",0.00555555555555556,360
"6 0 000 2 -7",0.0235546038543897,467
"6 0 000 2 -6",0.0343007915567282,758
"6 0 000 2 -5",0.046242774566474,1211
"6 0 000 2 -4",0.0929853181076672,1839
"6 0 000 2 -3",0.154784597788791,2623
"6 0 000 2 -2",0.260199714693295,3505
"6 0 000 2 -1",0.403078295784073,4483
"6 0 000 2 0",0.584025306445235,5058
"6 0 000 2 1",0.758398220244716,4495
"6 0 000 2 2",0.861436729786595,3327
"6 0 000 2 3",0.922789539227895,2409
"6 0 000 2 4",0.952631578947368,1710
"6 0 000 2 5",0.977405857740586,1195
"6 0 000 2 6",0.988416988416988,777
"6 0 000 2 7",0.997867803837953,469
"6 0 000 2 8",0.99672131147541,305
"6 0 000 2 9",0.994818652849741,193
"6 0 000 2 10",0.989010989010989,91
"7 0 000 2 -10",0,144
"7 0 000 2 -9",0,225
"7 0 000 2 -8",0.00493827160493827,405
"7 0 000 2 -7",0.0122377622377622,572
"7 0 000 2 -6",0.0175029171528588,857
"7 0 000 2 -5",0.0347694633408919,1323
"7 0 000 2 -4",0.0521554018094731,1879
"7 0 000 2 -3",0.10956728860659,2519
"7 0 000 2 -2",0.203234665852914,3277
"7 0 000 2 -1",0.362472297463679,4061
"7 0 000 2 0",0.593619972260749,4326
"7 0 000 2 1",0.801379990142928,4058
"7 0 000 2 2",0.901075911536163,3346
"7 0 000 2 3",0.949823598588789,2551
"7 0 000 2 4",0.975414216996259,1871
"7 0 000 2 5",0.990106544901065,1314
"7 0 000 2 6",0.99554565701559,898
"7 0 000 2 7",0.996688741721854,604
"7 0 000 2 8",1,384
"7 0 000 2 9",1,246
"7 0 000 2 10",0.993630573248408,157
"8 0 000 2 -10",0,165
"8 0 000 2 -9",0,282
"8 0 000 2 -8",0.00240963855421687,415
"8 0 000 2 -7",0.00778816199376947,642
"8 0 000 2 -6",0.00959488272921109,938
"8 0 000 2 -5",0.0228951255539143,1354
"8 0 000 2 -4",0.0333863275039746,1887
"8 0 000 2 -3",0.07383100902379,2438
"8 0 000 2 -2",0.147252747252747,3185
"8 0 000 2 -1",0.283337805205259,3727
"8 0 000 2 0",0.607997895290713,3801
"8 0 000 2 1",0.861947382695959,3687
"8 0 000 2 2",0.944514106583072,3190
"8 0 000 2 3",0.980354391371341,2596
"8 0 000 2 4",0.990261404407996,1951
"8 0 000 2 5",0.996591683708248,1467
"8 0 000 2 6",0.999037536092397,1039
"8 0 000 2 7",1,696
"8 0 000 2 8",1,465
"8 0 000 2 9",1,323
"8 0 000 2 10",1,202
"9 0 000 2 -10",0,217
"9 0 000 2 -9",0,369
"9 0 000 2 -8",0,524
"9 0 000 2 -7",0.00264900662251656,755
"9 0 000 2 -6",0.00196656833824975,1017
"9 0 000 2 -5",0.00632022471910112,1424
"9 0 000 2 -4",0.0132113821138211,1968
"9 0 000 2 -3",0.0302513847464849,2347
"9 0 000 2 -2",0.070635721493441,2973
"9 0 000 2 -1",0.175101803374055,3438
"9 0 000 2 0",0.62626848361844,3449
"9 0 000 2 1",0.969022810475922,3551
"9 0 000 2 2",0.992231199502797,3218
"9 0 000 2 3",0.996672828096118,2705
"9 0 000 2 4",0.999515033947624,2062
"9 0 000 2 5",1,1579
"9 0 000 2 6",1,1182
"9 0 000 2 7",1,802
"9 0 000 2 8",1,600
"9 0 000 2 9",1,382
"9 0 000 2 10",1,250
"1 1 000 2 -10",0,5
"1 1 000 2 -9",0,1
"1 1 000 2 -8",0,5
"1 1 000 2 -7",0.0666666666666667,15
"1 1 000 2 -6",0.0689655172413793,58
"1 1 000 2 -5",0.142105263157895,190
"1 1 000 2 -4",0.159139784946237,465
"1 1 000 2 -3",0.245173745173745,1036
"1 1 000 2 -2",0.324407374890255,2278
"1 1 000 2 -1",0.428512904547317,4882
"1 1 000 2 0",0.548078296899557,20997
"1 1 000 2 1",0.646664313448641,2833
"1 1 000 2 2",0.739506172839506,1620
"1 1 000 2 3",0.826038159371493,891
"1 1 000 2 4",0.898630136986301,365
"1 1 000 2 5",0.939759036144578,166
"1 1 000 2 6",0.892307692307692,65
"1 1 000 2 7",1,17
"1 1 000 2 8",0.916666666666667,12
"1 1 000 2 9",1,7
"1 1 000 2 10",1,3
"2 1 000 2 -10",0,11
"2 1 000 2 -9",0,19
"2 1 000 2 -8",0,49
"2 1 000 2 -7",0.0217391304347826,92
"2 1 000 2 -6",0.0432692307692308,208
"2 1 000 2 -5",0.12,375
"2 1 000 2 -4",0.127747252747253,728
"2 1 000 2 -3",0.2328173374613,1615
"2 1 000 2 -2",0.286190793862575,2998
"2 1 000 2 -1",0.401822558459422,5816
"2 1 000 2 0",0.537860244769049,12665
"2 1 000 2 1",0.663916715772933,5091
"2 1 000 2 2",0.756931940943464,2777
"2 1 000 2 3",0.830520909757887,1363
"2 1 000 2 4",0.903133903133903,702
"2 1 000 2 5",0.92741935483871,372
"2 1 000 2 6",0.957671957671958,189
"2 1 000 2 7",0.990740740740741,108
"2 1 000 2 8",0.981818181818182,55
"2 1 000 2 9",0.964285714285714,28
"2 1 000 2 10",1,12
"3 1 000 2 -10",0,28
"3 1 000 2 -9",0.0208333333333333,48
"3 1 000 2 -8",0.0196078431372549,102
"3 1 000 2 -7",0.0558375634517767,197
"3 1 000 2 -6",0.0548302872062663,383
"3 1 000 2 -5",0.0807174887892377,669
"3 1 000 2 -4",0.136645962732919,1288
"3 1 000 2 -3",0.214611872146119,2190
"3 1 000 2 -2",0.294270083501296,3473
"3 1 000 2 -1",0.424231529750135,5563
"3 1 000 2 0",0.536507599107238,9409
"3 1 000 2 1",0.66277064571757,5219
"3 1 000 2 2",0.775603790889636,3271
"3 1 000 2 3",0.846700507614213,1970
"3 1 000 2 4",0.897822445561139,1194
"3 1 000 2 5",0.934631432545202,719
"3 1 000 2 6",0.955729166666667,384
"3 1 000 2 7",0.964467005076142,197
"3 1 000 2 8",0.981651376146789,109
"3 1 000 2 9",1,54
"3 1 000 2 10",1,25
"4 1 000 2 -10",0,56
"4 1 000 2 -9",0.0112359550561798,89
"4 1 000 2 -8",0.0121951219512195,164
"4 1 000 2 -7",0.0238095238095238,294
"4 1 000 2 -6",0.0429447852760736,489
"4 1 000 2 -5",0.0606796116504854,824
"4 1 000 2 -4",0.0995094604064471,1427
"4 1 000 2 -3",0.173010380622837,2312
"4 1 000 2 -2",0.26219512195122,3608
"4 1 000 2 -1",0.395971802618328,4965
"4 1 000 2 0",0.538678544914625,6735
"4 1 000 2 1",0.679926560587515,4902
"4 1 000 2 2",0.780699219878648,3461
"4 1 000 2 3",0.862745098039216,2346
"4 1 000 2 4",0.914863921842289,1433
"4 1 000 2 5",0.949189189189189,925
"4 1 000 2 6",0.967213114754098,549
"4 1 000 2 7",0.991176470588235,340
"4 1 000 2 8",0.985576923076923,208
"4 1 000 2 9",1,108
"4 1 000 2 10",1,57
"5 1 000 2 -10",0,76
"5 1 000 2 -9",0,132
"5 1 000 2 -8",0.0154440154440154,259
"5 1 000 2 -7",0.0160427807486631,374
"5 1 000 2 -6",0.0312035661218425,673
"5 1 000 2 -5",0.0536499560246262,1137
"5 1 000 2 -4",0.0894736842105263,1710
"5 1 000 2 -3",0.15526950925181,2486
"5 1 000 2 -2",0.232246798603027,3436
"5 1 000 2 -1",0.363134423444468,4709
"5 1 000 2 0",0.536401222362035,5563
"5 1 000 2 1",0.708154506437768,4660
"5 1 000 2 2",0.811261131858661,3481
"5 1 000 2 3",0.888481888481888,2457
"5 1 000 2 4",0.937614678899083,1635
"5 1 000 2 5",0.965058236272879,1202
"5 1 000 2 6",0.98050139275766,718
"5 1 000 2 7",0.993348115299335,451
"5 1 000 2 8",1,257
"5 1 000 2 9",0.993150684931507,146
"5 1 000 2 10",1,106
"6 1 000 2 -10",0,119
"6 1 000 2 -9",0,199
"6 1 000 2 -8",0.00558659217877095,358
"6 1 000 2 -7",0.00798403193612774,501
"6 1 000 2 -6",0.020253164556962,790
"6 1 000 2 -5",0.0318367346938776,1225
"6 1 000 2 -4",0.0590909090909091,1760
"6 1 000 2 -3",0.0988395358143257,2499
"6 1 000 2 -2",0.193241167434716,3255
"6 1 000 2 -1",0.32536231884058,4140
"6 1 000 2 0",0.547222822563216,4627
"6 1 000 2 1",0.735951093345873,4253
"6 1 000 2 2",0.845376152245019,3363
"6 1 000 2 3",0.921820303383897,2571
"6 1 000 2 4",0.959138597459967,1811
"6 1 000 2 5",0.970866141732283,1270
"6 1 000 2 6",0.991907514450867,865
"6 1 000 2 7",0.99812382739212,533
"6 1 000 2 8",0.996894409937888,322
"6 1 000 2 9",1,221
"6 1 000 2 10",1,130
"7 1 000 2 -10",0,148
"7 1 000 2 -9",0,250
"7 1 000 2 -8",0.0025062656641604,399
"7 1 000 2 -7",0.00518134715025907,579
"7 1 000 2 -6",0.00992282249173098,907
"7 1 000 2 -5",0.0147058823529412,1292
"7 1 000 2 -4",0.0382955771305286,1854
"7 1 000 2 -3",0.0678239806217198,2477
"7 1 000 2 -2",0.147632311977716,3231
"7 1 000 2 -1",0.273462783171521,3708
"7 1 000 2 0",0.541272680807565,3913
"7 1 000 2 1",0.780904786954235,3802
"7 1 000 2 2",0.896,3250
"7 1 000 2 3",0.947183098591549,2556
"7 1 000 2 4",0.976328248290373,1901
"7 1 000 2 5",0.990896358543417,1428
"7 1 000 2 6",0.998001998001998,1001
"7 1 000 2 7",1,669
"7 1 000 2 8",1,413
"7 1 000 2 9",1,281
"7 1 000 2 10",1,185
"8 1 000 2 -10",0,190
"8 1 000 2 -9",0,283
"8 1 000 2 -8",0,443
"8 1 000 2 -7",0.00146412884333821,683
"8 1 000 2 -6",0.004004004004004,999
"8 1 000 2 -5",0.00712250712250712,1404
"8 1 000 2 -4",0.0145605824232969,1923
"8 1 000 2 -3",0.0317202114680765,2459
"8 1 000 2 -2",0.0779348898388688,3041
"8 1 000 2 -1",0.181204111600587,3405
"8 1 000 2 0",0.549463301421526,3447
"8 1 000 2 1",0.85997171145686,3535
"8 1 000 2 2",0.952287581699346,3060
"8 1 000 2 3",0.982339089481947,2548
"8 1 000 2 4",0.990872210953347,1972
"8 1 000 2 5",0.997291807718348,1477
"8 1 000 2 6",0.999074074074074,1080
"8 1 000 2 7",1,743
"8 1 000 2 8",1,542
"8 1 000 2 9",1,379
"8 1 000 2 10",1,242
"9 1 000 2 -10",0,254
"9 1 000 2 -9",0,373
"9 1 000 2 -8",0,499
"9 1 000 2 -7",0,791
"9 1 000 2 -6",0.000969932104752667,1031
"9 1 000 2 -5",0.000672043010752688,1488
"9 1 000 2 -4",0.00252016129032258,1984
"9 1 000 2 -3",0.00467091295116773,2355
"9 1 000 2 -2",0.0127454357561144,2903
"9 1 000 2 -1",0.0348197923029933,3274
"9 1 000 2 0",0.542124542124542,3003
"9 1 000 2 1",NA,0
"9 1 000 2 2",NA,0
"9 1 000 2 3",NA,0
"9 1 000 2 4",NA,0
"9 1 000 2 5",NA,0
"9 1 000 2 6",NA,0
"9 1 000 2 7",NA,0
"9 1 000 2 8",NA,0
"9 1 000 2 9",NA,0
"9 1 000 2 10",NA,0
"1 0 100 0 -10",NA,0
"1 0 100 0 -9",NA,0
"1 0 100 0 -8",NA,0
"1 0 100 0 -7",NA,0
"1 0 100 0 -6",0.25,4
"1 0 100 0 -5",0.142857142857143,7
"1 0 100 0 -4",0.1875,32
"1 0 100 0 -3",0.238095238095238,84
"1 0 100 0 -2",0.283422459893048,187
"1 0 100 0 -1",0.37797619047619,672
"1 0 100 0 0",0.490455887176123,15245
"1 0 100 0 1",NA,0
"1 0 100 0 2",0,1
"1 0 100 0 3",NA,0
"1 0 100 0 4",NA,0
"1 0 100 0 5",NA,0
"1 0 100 0 6",NA,0
"1 0 100 0 7",NA,0
"1 0 100 0 8",NA,0
"1 0 100 0 9",NA,0
"1 0 100 0 10",NA,0
"2 0 100 0 -10",0,1
"2 0 100 0 -9",0,3
"2 0 100 0 -8",0,6
"2 0 100 0 -7",0,10
"2 0 100 0 -6",0.0303030303030303,33
"2 0 100 0 -5",0.147727272727273,88
"2 0 100 0 -4",0.158590308370044,227
"2 0 100 0 -3",0.235908141962422,479
"2 0 100 0 -2",0.259187620889749,1034
"2 0 100 0 -1",0.383155946321148,2161
"2 0 100 0 0",0.503884275381731,7466
"2 0 100 0 1",0.603465346534653,2020
"2 0 100 0 2",0.709707822808671,1061
"2 0 100 0 3",0.778210116731518,514
"2 0 100 0 4",0.869731800766284,261
"2 0 100 0 5",0.837209302325581,86
"2 0 100 0 6",0.90625,32
"2 0 100 0 7",1,11
"2 0 100 0 8",1,8
"2 0 100 0 9",1,4
"2 0 100 0 10",1,3
"3 0 100 0 -10",0,10
"3 0 100 0 -9",0,15
"3 0 100 0 -8",0.05,20
"3 0 100 0 -7",0.0227272727272727,44
"3 0 100 0 -6",0.0686274509803922,102
"3 0 100 0 -5",0.107954545454545,176
"3 0 100 0 -4",0.136363636363636,374
"3 0 100 0 -3",0.183016105417277,683
"3 0 100 0 -2",0.249813571961223,1341
"3 0 100 0 -1",0.384046052631579,2432
"3 0 100 0 0",0.499785131070047,4654
"3 0 100 0 1",0.608288770053476,2244
"3 0 100 0 2",0.700079554494829,1257
"3 0 100 0 3",0.805120910384068,703
"3 0 100 0 4",0.865168539325843,356
"3 0 100 0 5",0.901960784313726,204
"3 0 100 0 6",0.932584269662921,89
"3 0 100 0 7",1,52
"3 0 100 0 8",0.96969696969697,33
"3 0 100 0 9",1,11
"3 0 100 0 10",1,4
"4 0 100 0 -10",0,14
"4 0 100 0 -9",0.0454545454545455,22
"4 0 100 0 -8",0.0277777777777778,72
"4 0 100 0 -7",0.0227272727272727,88
"4 0 100 0 -6",0.0337078651685393,178
"4 0 100 0 -5",0.10580204778157,293
"4 0 100 0 -4",0.0966542750929368,538
"4 0 100 0 -3",0.17436974789916,952
"4 0 100 0 -2",0.259723137771918,1517
"4 0 100 0 -1",0.360928602715725,2283
"4 0 100 0 0",0.484790874524715,3682
"4 0 100 0 1",0.603107937841243,2381
"4 0 100 0 2",0.733077905491699,1566
"4 0 100 0 3",0.795665634674923,969
"4 0 100 0 4",0.881720430107527,651
"4 0 100 0 5",0.905817174515235,361
"4 0 100 0 6",0.917098445595855,193
"4 0 100 0 7",0.98019801980198,101
"4 0 100 0 8",0.982456140350877,57
"4 0 100 0 9",1,25
"4 0 100 0 10",1,9
"5 0 100 0 -10",0,27
"5 0 100 0 -9",0,52
"5 0 100 0 -8",0,93
"5 0 100 0 -7",0.0254237288135593,118
"5 0 100 0 -6",0.052,250
"5 0 100 0 -5",0.045,400
"5 0 100 0 -4",0.100917431192661,654
"5 0 100 0 -3",0.154772937905468,1079
"5 0 100 0 -2",0.227572559366755,1516
"5 0 100 0 -1",0.333665338645418,2008
"5 0 100 0 0",0.477057262040197,2637
"5 0 100 0 1",0.617323556370302,2182
"5 0 100 0 2",0.752293577981651,1526
"5 0 100 0 3",0.819750719079578,1043
"5 0 100 0 4",0.868580060422961,662
"5 0 100 0 5",0.941810344827586,464
"5 0 100 0 6",0.940350877192982,285
"5 0 100 0 7",0.975,160
"5 0 100 0 8",0.989583333333333,96
"5 0 100 0 9",1,53
"5 0 100 0 10",1,29
"6 0 100 0 -10",0,31
"6 0 100 0 -9",0,72
"6 0 100 0 -8",0,110
"6 0 100 0 -7",0.0171428571428571,175
"6 0 100 0 -6",0.0192926045016077,311
"6 0 100 0 -5",0.0484848484848485,495
"6 0 100 0 -4",0.0748663101604278,748
"6 0 100 0 -3",0.107376283846872,1071
"6 0 100 0 -2",0.201462765957447,1504
"6 0 100 0 -1",0.304280556988138,1939
"6 0 100 0 0",0.46340368208352,2227
"6 0 100 0 1",0.628460417678485,2059
"6 0 100 0 2",0.742733457019171,1617
"6 0 100 0 3",0.845217391304348,1150
"6 0 100 0 4",0.926923076923077,780
"6 0 100 0 5",0.968197879858657,566
"6 0 100 0 6",0.962264150943396,318
"6 0 100 0 7",0.982978723404255,235
"6 0 100 0 8",1,142
"6 0 100 0 9",0.985714285714286,70
"6 0 100 0 10",1,69
"7 0 100 0 -10",0,57
"7 0 100 0 -9",0,75
"7 0 100 0 -8",0,149
"7 0 100 0 -7",0.0099009900990099,202
"7 0 100 0 -6",0.0196078431372549,357
"7 0 100 0 -5",0.015929203539823,565
"7 0 100 0 -4",0.0426065162907268,798
"7 0 100 0 -3",0.0752688172043011,1116
"7 0 100 0 -2",0.153792134831461,1424
"7 0 100 0 -1",0.269953051643192,1704
"7 0 100 0 0",0.461380020597322,1942
"7 0 100 0 1",0.677631578947368,1824
"7 0 100 0 2",0.792328042328042,1512
"7 0 100 0 3",0.875962360992301,1169
"7 0 100 0 4",0.932349323493235,813
"7 0 100 0 5",0.950331125827815,604
"7 0 100 0 6",0.983529411764706,425
"7 0 100 0 7",0.99601593625498,251
"7 0 100 0 8",0.994186046511628,172
"7 0 100 0 9",1,107
"7 0 100 0 10",1,61
"8 0 100 0 -10",0,75
"8 0 100 0 -9",0,120
"8 0 100 0 -8",0,188
"8 0 100 0 -7",0,266
"8 0 100 0 -6",0.00767263427109974,391
"8 0 100 0 -5",0.00857632933104631,583
"8 0 100 0 -4",0.0305250305250305,819
"8 0 100 0 -3",0.0437556973564266,1097
"8 0 100 0 -2",0.125173852573018,1438
"8 0 100 0 -1",0.19826435246996,1498
"8 0 100 0 0",0.44281045751634,1836
"8 0 100 0 1",0.696934644303065,1729
"8 0 100 0 2",0.830567081604426,1446
"8 0 100 0 3",0.903614457831325,1079
"8 0 100 0 4",0.955531453362256,922
"8 0 100 0 5",0.979913916786227,697
"8 0 100 0 6",0.997787610619469,452
"8 0 100 0 7",0.994169096209913,343
"8 0 100 0 8",1,201
"8 0 100 0 9",1,152
"8 0 100 0 10",0.988372093023256,86
"9 0 100 0 -10",0,105
"9 0 100 0 -9",0,109
"9 0 100 0 -8",0,183
"9 0 100 0 -7",0,328
"9 0 100 0 -6",0.00452488687782805,442
"9 0 100 0 -5",0.00464396284829721,646
"9 0 100 0 -4",0.0036231884057971,828
"9 0 100 0 -3",0.0280542986425339,1105
"9 0 100 0 -2",0.0652173913043478,1242
"9 0 100 0 -1",0.130674002751032,1454
"9 0 100 0 0",0.439688715953307,1542
"9 0 100 0 1",0.75364238410596,1510
"9 0 100 0 2",0.877049180327869,1342
"9 0 100 0 3",0.965009208103131,1086
"9 0 100 0 4",0.974304068522484,934
"9 0 100 0 5",0.995695839311334,697
"9 0 100 0 6",0.996086105675147,511
"9 0 100 0 7",1,349
"9 0 100 0 8",0.995726495726496,234
"9 0 100 0 9",1,172
"9 0 100 0 10",1,117
"1 1 100 0 -10",NA,0
"1 1 100 0 -9",0,1
"1 1 100 0 -8",0,4
"1 1 100 0 -7",0.0769230769230769,13
"1 1 100 0 -6",0.03125,32
"1 1 100 0 -5",0.163793103448276,116
"1 1 100 0 -4",0.22,250
"1 1 100 0 -3",0.328267477203647,658
"1 1 100 0 -2",0.432973805855162,1298
"1 1 100 0 -1",0.513503514613392,2703
"1 1 100 0 0",0.629078893019413,12105
"1 1 100 0 1",0.729203539823009,565
"1 1 100 0 2",0.835227272727273,176
"1 1 100 0 3",0.833333333333333,84
"1 1 100 0 4",0.944444444444444,36
"1 1 100 0 5",1,6
"1 1 100 0 6",1,1
"1 1 100 0 7",NA,0
"1 1 100 0 8",NA,0
"1 1 100 0 9",1,1
"1 1 100 0 10",NA,0
"2 1 100 0 -10",0,5
"2 1 100 0 -9",0.0714285714285714,14
"2 1 100 0 -8",0.0869565217391304,23
"2 1 100 0 -7",0.0980392156862745,51
"2 1 100 0 -6",0.0714285714285714,98
"2 1 100 0 -5",0.207865168539326,178
"2 1 100 0 -4",0.252032520325203,369
"2 1 100 0 -3",0.318055555555556,720
"2 1 100 0 -2",0.383177570093458,1498
"2 1 100 0 -1",0.48847420417124,2733
"2 1 100 0 0",0.618591823491239,6164
