"","V1","V2"
"7 0 110 0 5",0.923076923076923,182
"7 0 110 0 6",0.964705882352941,85
"7 0 110 0 7",1,67
"7 0 110 0 8",1,37
"7 0 110 0 9",1,26
"7 0 110 0 10",1,11
"8 0 110 0 -10",0,32
"8 0 110 0 -9",0,34
"8 0 110 0 -8",0,57
"8 0 110 0 -7",0,84
"8 0 110 0 -6",0.0175438596491228,114
"8 0 110 0 -5",0.0121951219512195,164
"8 0 110 0 -4",0.00829875518672199,241
"8 0 110 0 -3",0.0534351145038168,262
"8 0 110 0 -2",0.0940438871473354,319
"8 0 110 0 -1",0.173295454545455,352
"8 0 110 0 0",0.296636085626911,327
"8 0 110 0 1",0.604719764011799,339
"8 0 110 0 2",0.71976401179941,339
"8 0 110 0 3",0.821818181818182,275
"8 0 110 0 4",0.919678714859438,249
"8 0 110 0 5",0.966292134831461,178
"8 0 110 0 6",0.990825688073395,109
"8 0 110 0 7",1,84
"8 0 110 0 8",1,46
"8 0 110 0 9",1,36
"8 0 110 0 10",1,13
"9 0 110 0 -10",0,27
"9 0 110 0 -9",0,35
"9 0 110 0 -8",0,59
"9 0 110 0 -7",0,86
"9 0 110 0 -6",0.00813008130081301,123
"9 0 110 0 -5",0,191
"9 0 110 0 -4",0.00490196078431373,204
"9 0 110 0 -3",0.0226415094339623,265
"9 0 110 0 -2",0.0512820512820513,273
"9 0 110 0 -1",0.101083032490975,277
"9 0 110 0 0",0.323275862068966,232
"9 0 110 0 1",0.568904593639576,283
"9 0 110 0 2",0.763239875389408,321
"9 0 110 0 3",0.927659574468085,235
"9 0 110 0 4",0.955445544554455,202
"9 0 110 0 5",0.993630573248408,157
"9 0 110 0 6",0.983471074380165,121
"9 0 110 0 7",1,88
"9 0 110 0 8",1,54
"9 0 110 0 9",1,37
"9 0 110 0 10",1,27
"1 1 110 0 -10",NA,0
"1 1 110 0 -9",NA,0
"1 1 110 0 -8",0,1
"1 1 110 0 -7",0,6
"1 1 110 0 -6",0,10
"1 1 110 0 -5",0.137931034482759,29
"1 1 110 0 -4",0.253968253968254,63
"1 1 110 0 -3",0.391608391608392,143
"1 1 110 0 -2",0.539007092198582,282
"1 1 110 0 -1",0.596610169491525,590
"1 1 110 0 0",0.685757922871325,2619
"1 1 110 0 1",0.785123966942149,484
"1 1 110 0 2",0.822485207100592,169
"1 1 110 0 3",0.808510638297872,47
"1 1 110 0 4",0.958333333333333,24
"1 1 110 0 5",0.909090909090909,11
"1 1 110 0 6",0.8,5
"1 1 110 0 7",NA,0
"1 1 110 0 8",NA,0
"1 1 110 0 9",NA,0
"1 1 110 0 10",NA,0
"2 1 110 0 -10",0,1
"2 1 110 0 -9",0,3
"2 1 110 0 -8",0.111111111111111,9
"2 1 110 0 -7",0.0909090909090909,11
"2 1 110 0 -6",0.0416666666666667,24
"2 1 110 0 -5",0.288461538461538,52
"2 1 110 0 -4",0.3125,96
"2 1 110 0 -3",0.355191256830601,183
"2 1 110 0 -2",0.41343669250646,387
"2 1 110 0 -1",0.54601226993865,652
"2 1 110 0 0",0.677241379310345,1450
"2 1 110 0 1",0.768551236749117,566
"2 1 110 0 2",0.831417624521073,261
"2 1 110 0 3",0.891666666666667,120
"2 1 110 0 4",0.982758620689655,58
"2 1 110 0 5",1,29
"2 1 110 0 6",1,9
"2 1 110 0 7",1,10
"2 1 110 0 8",1,1
"2 1 110 0 9",1,2
"2 1 110 0 10",1,2
"3 1 110 0 -10",NA,0
"3 1 110 0 -9",0,7
"3 1 110 0 -8",0,10
"3 1 110 0 -7",0.0526315789473684,19
"3 1 110 0 -6",0.0333333333333333,30
"3 1 110 0 -5",0.210526315789474,76
"3 1 110 0 -4",0.226950354609929,141
"3 1 110 0 -3",0.367088607594937,237
"3 1 110 0 -2",0.482658959537572,346
"3 1 110 0 -1",0.595918367346939,490
"3 1 110 0 0",0.695702671312427,861
"3 1 110 0 1",0.797227036395147,577
"3 1 110 0 2",0.882037533512064,373
"3 1 110 0 3",0.88135593220339,236
"3 1 110 0 4",0.934782608695652,138
"3 1 110 0 5",0.973684210526316,76
"3 1 110 0 6",1,30
"3 1 110 0 7",1,15
"3 1 110 0 8",1,8
"3 1 110 0 9",1,6
"3 1 110 0 10",1,2
"4 1 110 0 -10",0,6
"4 1 110 0 -9",0.181818181818182,11
"4 1 110 0 -8",0.0555555555555556,18
"4 1 110 0 -7",0.0444444444444444,45
"4 1 110 0 -6",0.0819672131147541,61
"4 1 110 0 -5",0.184210526315789,114
"4 1 110 0 -4",0.281609195402299,174
"4 1 110 0 -3",0.337931034482759,290
"4 1 110 0 -2",0.468036529680365,438
"4 1 110 0 -1",0.607023411371237,598
"4 1 110 0 0",0.700369913686806,811
"4 1 110 0 1",0.805892547660312,577
"4 1 110 0 2",0.896640826873385,387
"4 1 110 0 3",0.921739130434783,230
"4 1 110 0 4",0.977611940298508,134
"4 1 110 0 5",1,101
"4 1 110 0 6",1,61
"4 1 110 0 7",0.978723404255319,47
"4 1 110 0 8",0.956521739130435,23
"4 1 110 0 9",1,16
"4 1 110 0 10",1,4
"5 1 110 0 -10",0,7
"5 1 110 0 -9",0,20
"5 1 110 0 -8",0.0645161290322581,31
"5 1 110 0 -7",0.0655737704918033,61
"5 1 110 0 -6",0.136842105263158,95
"5 1 110 0 -5",0.202797202797203,143
"5 1 110 0 -4",0.234285714285714,175
"5 1 110 0 -3",0.335616438356164,292
"5 1 110 0 -2",0.420779220779221,385
"5 1 110 0 -1",0.554809843400447,447
"5 1 110 0 0",0.71455223880597,536
"5 1 110 0 1",0.831877729257642,458
"5 1 110 0 2",0.887323943661972,355
"5 1 110 0 3",0.940559440559441,286
"5 1 110 0 4",0.943298969072165,194
"5 1 110 0 5",0.976190476190476,168
"5 1 110 0 6",0.98936170212766,94
"5 1 110 0 7",0.984375,64
"5 1 110 0 8",1,21
"5 1 110 0 9",0.96,25
"5 1 110 0 10",1,20
"6 1 110 0 -10",0,11
"6 1 110 0 -9",0,21
"6 1 110 0 -8",0,30
"6 1 110 0 -7",0.0153846153846154,65
"6 1 110 0 -6",0.0707070707070707,99
"6 1 110 0 -5",0.117647058823529,170
"6 1 110 0 -4",0.221311475409836,244
"6 1 110 0 -3",0.292763157894737,304
"6 1 110 0 -2",0.428571428571429,420
"6 1 110 0 -1",0.57421875,512
"6 1 110 0 0",0.723926380368098,489
"6 1 110 0 1",0.828125,448
"6 1 110 0 2",0.917127071823204,362
"6 1 110 0 3",0.952205882352941,272
"6 1 110 0 4",0.967914438502674,187
"6 1 110 0 5",0.986206896551724,145
"6 1 110 0 6",1,125
"6 1 110 0 7",1,69
"6 1 110 0 8",1,50
"6 1 110 0 9",1,26
"6 1 110 0 10",1,19
"7 1 110 0 -10",0,24
"7 1 110 0 -9",0.0384615384615385,26
"7 1 110 0 -8",0,56
"7 1 110 0 -7",0.0365853658536585,82
"7 1 110 0 -6",0.040983606557377,122
"7 1 110 0 -5",0.0813953488372093,172
"7 1 110 0 -4",0.158371040723982,221
"7 1 110 0 -3",0.25,324
"7 1 110 0 -2",0.358796296296296,432
"7 1 110 0 -1",0.563451776649746,394
"7 1 110 0 0",0.768421052631579,380
"7 1 110 0 1",0.882198952879581,382
"7 1 110 0 2",0.947368421052632,323
"7 1 110 0 3",0.985347985347985,273
"7 1 110 0 4",0.982978723404255,235
"7 1 110 0 5",1,172
"7 1 110 0 6",1,118
"7 1 110 0 7",1,67
"7 1 110 0 8",1,57
"7 1 110 0 9",1,49
"7 1 110 0 10",1,19
"8 1 110 0 -10",0,20
"8 1 110 0 -9",0,36
"8 1 110 0 -8",0.0192307692307692,52
"8 1 110 0 -7",0.0246913580246914,81
"8 1 110 0 -6",0.0300751879699248,133
"8 1 110 0 -5",0.0714285714285714,182
"8 1 110 0 -4",0.147679324894515,237
"8 1 110 0 -3",0.248251748251748,286
"8 1 110 0 -2",0.384210526315789,380
"8 1 110 0 -1",0.564705882352941,340
"8 1 110 0 0",0.788732394366197,355
"8 1 110 0 1",0.919786096256685,374
"8 1 110 0 2",0.95625,320
"8 1 110 0 3",0.996282527881041,269
"8 1 110 0 4",1,230
"8 1 110 0 5",1,198
"8 1 110 0 6",1,120
"8 1 110 0 7",1,91
"8 1 110 0 8",1,78
"8 1 110 0 9",1,50
"8 1 110 0 10",1,24
"9 1 110 0 -10",0,28
"9 1 110 0 -9",0,50
"9 1 110 0 -8",0,64
"9 1 110 0 -7",0.0357142857142857,84
"9 1 110 0 -6",0.015748031496063,127
"9 1 110 0 -5",0.0465116279069767,172
"9 1 110 0 -4",0.0614035087719298,228
"9 1 110 0 -3",0.162790697674419,258
"9 1 110 0 -2",0.30794701986755,302
"9 1 110 0 -1",0.513618677042802,257
"9 1 110 0 0",0.82934131736527,334
"9 1 110 0 1",NA,0
"9 1 110 0 2",NA,0
"9 1 110 0 3",NA,0
"9 1 110 0 4",NA,0
"9 1 110 0 5",NA,0
"9 1 110 0 6",NA,0
"9 1 110 0 7",NA,0
"9 1 110 0 8",NA,0
"9 1 110 0 9",NA,0
"9 1 110 0 10",NA,0
"1 0 110 1 -10",NA,0
"1 0 110 1 -9",NA,0
"1 0 110 1 -8",NA,0
"1 0 110 1 -7",NA,0
"1 0 110 1 -6",0.111111111111111,9
"1 0 110 1 -5",0.173913043478261,23
"1 0 110 1 -4",0.177215189873418,79
"1 0 110 1 -3",0.185929648241206,199
"1 0 110 1 -2",0.33984375,512
"1 0 110 1 -1",0.38655462184874,1309
"1 0 110 1 0",0.495274914089347,4656
"1 0 110 1 1",NA,0
"1 0 110 1 2",NA,0
"1 0 110 1 3",NA,0
"1 0 110 1 4",NA,0
"1 0 110 1 5",NA,0
"1 0 110 1 6",NA,0
"1 0 110 1 7",NA,0
"1 0 110 1 8",NA,0
"1 0 110 1 9",NA,0
"1 0 110 1 10",NA,0
"2 0 110 1 -10",0,3
"2 0 110 1 -9",0,6
"2 0 110 1 -8",0,6
"2 0 110 1 -7",0,18
"2 0 110 1 -6",0.0769230769230769,39
"2 0 110 1 -5",0.0886075949367089,79
"2 0 110 1 -4",0.168674698795181,166
"2 0 110 1 -3",0.21830985915493,284
"2 0 110 1 -2",0.291115311909263,529
"2 0 110 1 -1",0.345238095238095,1092
"2 0 110 1 0",0.505455962587685,2566
"2 0 110 1 1",0.616361071932299,709
"2 0 110 1 2",0.724431818181818,352
"2 0 110 1 3",0.806451612903226,186
"2 0 110 1 4",0.845360824742268,97
"2 0 110 1 5",0.724137931034483,29
"2 0 110 1 6",0.909090909090909,11
"2 0 110 1 7",1,4
"2 0 110 1 8",1,5
"2 0 110 1 9",1,2
"2 0 110 1 10",NA,0
"3 0 110 1 -10",0,3
"3 0 110 1 -9",0.1,10
"3 0 110 1 -8",0.0526315789473684,19
"3 0 110 1 -7",0,43
"3 0 110 1 -6",0.0845070422535211,71
"3 0 110 1 -5",0.0551181102362205,127
"3 0 110 1 -4",0.166037735849057,265
"3 0 110 1 -3",0.1796875,384
"3 0 110 1 -2",0.270481144343303,769
"3 0 110 1 -1",0.373251748251748,1144
"3 0 110 1 0",0.483585858585859,1584
"3 0 110 1 1",0.618110236220472,762
"3 0 110 1 2",0.69247311827957,465
"3 0 110 1 3",0.770212765957447,235
"3 0 110 1 4",0.807407407407407,135
"3 0 110 1 5",0.896551724137931,87
"3 0 110 1 6",0.921052631578947,38
"3 0 110 1 7",1,15
"3 0 110 1 8",1,10
"3 0 110 1 9",1,3
"3 0 110 1 10",1,3
"4 0 110 1 -10",0,9
"4 0 110 1 -9",0,20
"4 0 110 1 -8",0.0222222222222222,45
"4 0 110 1 -7",0.0526315789473684,57
"4 0 110 1 -6",0.0350877192982456,114
"4 0 110 1 -5",0.0879120879120879,182
"4 0 110 1 -4",0.13671875,256
"4 0 110 1 -3",0.155756207674944,443
"4 0 110 1 -2",0.264069264069264,693
"4 0 110 1 -1",0.353734439834025,964
"4 0 110 1 0",0.481565086531226,1329
"4 0 110 1 1",0.589327146171694,862
"4 0 110 1 2",0.709183673469388,588
"4 0 110 1 3",0.782152230971129,381
"4 0 110 1 4",0.902040816326531,245
"4 0 110 1 5",0.923664122137405,131
"4 0 110 1 6",0.920454545454545,88
"4 0 110 1 7",1,36
"4 0 110 1 8",1,24
"4 0 110 1 9",1,10
"4 0 110 1 10",1,4
"5 0 110 1 -10",0.0344827586206897,29
"5 0 110 1 -9",0,39
"5 0 110 1 -8",0.0576923076923077,52
"5 0 110 1 -7",0.036144578313253,83
"5 0 110 1 -6",0.0675675675675676,148
"5 0 110 1 -5",0.0329218106995885,243
"5 0 110 1 -4",0.115789473684211,380
"5 0 110 1 -3",0.167293233082707,532
"5 0 110 1 -2",0.234708392603129,703
"5 0 110 1 -1",0.335640138408304,867
"5 0 110 1 0",0.486973947895792,998
"5 0 110 1 1",0.647619047619048,735
"5 0 110 1 2",0.748582230623819,529
"5 0 110 1 3",0.808785529715762,387
"5 0 110 1 4",0.875,288
"5 0 110 1 5",0.932098765432099,162
"5 0 110 1 6",0.962264150943396,106
"5 0 110 1 7",1,75
"5 0 110 1 8",0.96969696969697,33
"5 0 110 1 9",1,23
"5 0 110 1 10",1,8
"6 0 110 1 -10",0,31
"6 0 110 1 -9",0,50
"6 0 110 1 -8",0,81
"6 0 110 1 -7",0.0161290322580645,124
"6 0 110 1 -6",0.0267379679144385,187
"6 0 110 1 -5",0.0436507936507936,252
"6 0 110 1 -4",0.0701754385964912,342
"6 0 110 1 -3",0.116089613034623,491
"6 0 110 1 -2",0.187596899224806,645
"6 0 110 1 -1",0.312722948870392,841
"6 0 110 1 0",0.487292817679558,905
"6 0 110 1 1",0.649538866930171,759
"6 0 110 1 2",0.748103186646434,659
"6 0 110 1 3",0.843298969072165,485
"6 0 110 1 4",0.911864406779661,295
"6 0 110 1 5",0.938967136150235,213
"6 0 110 1 6",0.966442953020134,149
"6 0 110 1 7",0.988505747126437,87
"6 0 110 1 8",1,53
"6 0 110 1 9",1,20
"6 0 110 1 10",1,17
"7 0 110 1 -10",0,39
"7 0 110 1 -9",0,59
"7 0 110 1 -8",0,110
"7 0 110 1 -7",0.00714285714285714,140
"7 0 110 1 -6",0.00917431192660551,218
"7 0 110 1 -5",0.0361842105263158,304
"7 0 110 1 -4",0.0302267002518892,397
"7 0 110 1 -3",0.0865051903114187,578
"7 0 110 1 -2",0.17246835443038,632
"7 0 110 1 -1",0.267586206896552,725
"7 0 110 1 0",0.476073619631902,815
"7 0 110 1 1",0.647308781869688,706
"7 0 110 1 2",0.776649746192893,591
"7 0 110 1 3",0.869469026548673,452
"7 0 110 1 4",0.931232091690544,349
"7 0 110 1 5",0.952941176470588,255
"7 0 110 1 6",0.982142857142857,168
"7 0 110 1 7",1,126
"7 0 110 1 8",0.986666666666667,75
"7 0 110 1 9",1,42
"7 0 110 1 10",1,22
"8 0 110 1 -10",0,52
"8 0 110 1 -9",0,52
"8 0 110 1 -8",0.010752688172043,93
"8 0 110 1 -7",0,163
"8 0 110 1 -6",0.00869565217391304,230
"8 0 110 1 -5",0.00895522388059702,335
"8 0 110 1 -4",0.0169491525423729,413
"8 0 110 1 -3",0.0654761904761905,504
"8 0 110 1 -2",0.127300613496933,652
"8 0 110 1 -1",0.230662983425414,724
"8 0 110 1 0",0.451935081148564,801
"8 0 110 1 1",0.686363636363636,660
"8 0 110 1 2",0.805695142378559,597
"8 0 110 1 3",0.894849785407725,466
"8 0 110 1 4",0.951219512195122,410
"8 0 110 1 5",0.972602739726027,292
"8 0 110 1 6",0.984924623115578,199
"8 0 110 1 7",1,129
"8 0 110 1 8",1,86
"8 0 110 1 9",1,57
"8 0 110 1 10",1,28
"9 0 110 1 -10",0,70
"9 0 110 1 -9",0,81
"9 0 110 1 -8",0,115
"9 0 110 1 -7",0,181
"9 0 110 1 -6",0,263
"9 0 110 1 -5",0.010989010989011,364
"9 0 110 1 -4",0.0128205128205128,390
"9 0 110 1 -3",0.0326923076923077,520
"9 0 110 1 -2",0.0609137055837563,591
"9 0 110 1 -1",0.108504398826979,682
"9 0 110 1 0",0.407299270072993,685
"9 0 110 1 1",0.712177121771218,542
"9 0 110 1 2",0.861946902654867,565
"9 0 110 1 3",0.947761194029851,402
"9 0 110 1 4",0.974212034383954,349
"9 0 110 1 5",0.996282527881041,269
"9 0 110 1 6",0.995327102803738,214
"9 0 110 1 7",1,138
"9 0 110 1 8",1,111
"9 0 110 1 9",1,69
"9 0 110 1 10",1,63
"1 1 110 1 -10",NA,0
"1 1 110 1 -9",0,1
"1 1 110 1 -8",0,2
"1 1 110 1 -7",0,1
"1 1 110 1 -6",0,16
"1 1 110 1 -5",0.152173913043478,46
"1 1 110 1 -4",0.265957446808511,94
"1 1 110 1 -3",0.325358851674641,209
"1 1 110 1 -2",0.408071748878924,446
"1 1 110 1 -1",0.510117145899894,939
"1 1 110 1 0",0.628892959958126,3821
"1 1 110 1 1",0.720448662640207,1159
"1 1 110 1 2",0.804988662131519,441
"1 1 110 1 3",0.868852459016393,183
"1 1 110 1 4",0.848837209302326,86
"1 1 110 1 5",0.970588235294118,34
"1 1 110 1 6",0.875,8
"1 1 110 1 7",1,4
"1 1 110 1 8",1,2
"1 1 110 1 9",NA,0
"1 1 110 1 10",NA,0
"2 1 110 1 -10",0,2
"2 1 110 1 -9",0,6
"2 1 110 1 -8",0.0714285714285714,14
"2 1 110 1 -7",0.0434782608695652,23
"2 1 110 1 -6",0.11864406779661,59
"2 1 110 1 -5",0.202702702702703,74
"2 1 110 1 -4",0.218978102189781,137
"2 1 110 1 -3",0.321678321678322,286
"2 1 110 1 -2",0.373001776198934,563
"2 1 110 1 -1",0.494192185850053,947
"2 1 110 1 0",0.620366025340216,2131
"2 1 110 1 1",0.734817813765182,988
"2 1 110 1 2",0.804642166344294,517
"2 1 110 1 3",0.837638376383764,271
"2 1 110 1 4",0.910828025477707,157
"2 1 110 1 5",0.906976744186046,86
"2 1 110 1 6",0.951219512195122,41
"2 1 110 1 7",1,19
"2 1 110 1 8",1,9
"2 1 110 1 9",1,7
"2 1 110 1 10",1,3
"3 1 110 1 -10",0,3
"3 1 110 1 -9",0,9
"3 1 110 1 -8",0,17
"3 1 110 1 -7",0.0526315789473684,38
"3 1 110 1 -6",0.09375,64
"3 1 110 1 -5",0.153846153846154,130
"3 1 110 1 -4",0.204444444444444,225
"3 1 110 1 -3",0.320855614973262,374
"3 1 110 1 -2",0.368695652173913,575
"3 1 110 1 -1",0.524444444444444,900
"3 1 110 1 0",0.628472222222222,1440
"3 1 110 1 1",0.747242647058823,1088
"3 1 110 1 2",0.833105335157319,731
"3 1 110 1 3",0.876623376623377,462
"3 1 110 1 4",0.953736654804271,281
"3 1 110 1 5",0.958904109589041,146
"3 1 110 1 6",0.988372093023256,86
"3 1 110 1 7",1,22
"3 1 110 1 8",0.952380952380952,21
"3 1 110 1 9",1,18
"3 1 110 1 10",1,6
"4 1 110 1 -10",0,10
"4 1 110 1 -9",0,30
"4 1 110 1 -8",0.0833333333333333,48
"4 1 110 1 -7",0.05,60
"4 1 110 1 -6",0.108910891089109,101
"4 1 110 1 -5",0.146464646464646,198
"4 1 110 1 -4",0.178571428571429,252
"4 1 110 1 -3",0.299528301886792,424
"4 1 110 1 -2",0.365243004418262,679
"4 1 110 1 -1",0.511482254697286,958
"4 1 110 1 0",0.630981346309814,1233
"4 1 110 1 1",0.746331236897275,954
"4 1 110 1 2",0.85459940652819,674
"4 1 110 1 3",0.873390557939914,466
"4 1 110 1 4",0.943859649122807,285
"4 1 110 1 5",0.990825688073395,218
"4 1 110 1 6",0.975,120
"4 1 110 1 7",1,77
"4 1 110 1 8",1,46
"4 1 110 1 9",1,29
"4 1 110 1 10",1,13
"5 1 110 1 -10",0,15
"5 1 110 1 -9",0,29
"5 1 110 1 -8",0.0526315789473684,57
"5 1 110 1 -7",0.03125,96
"5 1 110 1 -6",0.0588235294117647,136
"5 1 110 1 -5",0.127450980392157,204
"5 1 110 1 -4",0.172077922077922,308
"5 1 110 1 -3",0.260485651214128,453
"5 1 110 1 -2",0.391822827938671,587
"5 1 110 1 -1",0.505361930294906,746
"5 1 110 1 0",0.641315519013361,973
"5 1 110 1 1",0.786866359447005,868
"5 1 110 1 2",0.873812754409769,737
"5 1 110 1 3",0.926923076923077,520
"5 1 110 1 4",0.959677419354839,372
"5 1 110 1 5",0.97071129707113,239
"5 1 110 1 6",0.975903614457831,166
"5 1 110 1 7",1,108
"5 1 110 1 8",1,69
"5 1 110 1 9",0.976190476190476,42
"5 1 110 1 10",1,26
"6 1 110 1 -10",0,29
"6 1 110 1 -9",0,40
"6 1 110 1 -8",0,67
"6 1 110 1 -7",0.0363636363636364,110
"6 1 110 1 -6",0.0614525139664804,179
"6 1 110 1 -5",0.101694915254237,236
"6 1 110 1 -4",0.122159090909091,352
"6 1 110 1 -3",0.226262626262626,495
"6 1 110 1 -2",0.350467289719626,642
"6 1 110 1 -1",0.481527093596059,812
"6 1 110 1 0",0.664,875
"6 1 110 1 1",0.812064965197216,862
"6 1 110 1 2",0.901306240928882,689
"6 1 110 1 3",0.943502824858757,531
"6 1 110 1 4",0.957894736842105,380
"6 1 110 1 5",0.983922829581994,311
"6 1 110 1 6",1,217
"6 1 110 1 7",1,158
"6 1 110 1 8",0.990384615384615,104
"6 1 110 1 9",1,56
"6 1 110 1 10",1,36
"7 1 110 1 -10",0,23
"7 1 110 1 -9",0,58
"7 1 110 1 -8",0,58
"7 1 110 1 -7",0.0220588235294118,136
"7 1 110 1 -6",0.0267379679144385,187
"7 1 110 1 -5",0.0563380281690141,284
"7 1 110 1 -4",0.104519774011299,354
"7 1 110 1 -3",0.187878787878788,495
"7 1 110 1 -2",0.26502311248074,649
"7 1 110 1 -1",0.473190348525469,746
"7 1 110 1 0",0.685227272727273,880
"7 1 110 1 1",0.843137254901961,867
"7 1 110 1 2",0.927556818181818,704
"7 1 110 1 3",0.973929236499069,537
"7 1 110 1 4",0.99109131403118,449
"7 1 110 1 5",0.994285714285714,350
"7 1 110 1 6",1,238
"7 1 110 1 7",1,154
"7 1 110 1 8",1,131
"7 1 110 1 9",1,76
"7 1 110 1 10",1,55
"8 1 110 1 -10",0,38
"8 1 110 1 -9",0,63
"8 1 110 1 -8",0,82
"8 1 110 1 -7",0,154
"8 1 110 1 -6",0.0231481481481481,216
"8 1 110 1 -5",0.0437956204379562,274
"8 1 110 1 -4",0.0628019323671498,414
"8 1 110 1 -3",0.126338329764454,467
"8 1 110 1 -2",0.216696269982238,563
"8 1 110 1 -1",0.400589101620029,679
"8 1 110 1 0",0.722222222222222,864
"8 1 110 1 1",0.920739762219287,757
"8 1 110 1 2",0.960526315789474,684
"8 1 110 1 3",0.986590038314176,522
"8 1 110 1 4",0.997742663656885,443
"8 1 110 1 5",0.994301994301994,351
"8 1 110 1 6",1,267
"8 1 110 1 7",0.995305164319249,213
"8 1 110 1 8",1,138
"8 1 110 1 9",1,81
"8 1 110 1 10",1,60
"9 1 110 1 -10",0,41
"9 1 110 1 -9",0,77
"9 1 110 1 -8",0,116
"9 1 110 1 -7",0,173
"9 1 110 1 -6",0.0102564102564103,195
"9 1 110 1 -5",0.0069204152249135,289
"9 1 110 1 -4",0.0259365994236311,347
"9 1 110 1 -3",0.0699774266365688,443
"9 1 110 1 -2",0.175403225806452,496
"9 1 110 1 -1",0.355679702048417,537
"9 1 110 1 0",0.755602988260406,937
"9 1 110 1 1",NA,0
"9 1 110 1 2",NA,0
"9 1 110 1 3",NA,0
"9 1 110 1 4",NA,0
"9 1 110 1 5",NA,0
"9 1 110 1 6",NA,0
"9 1 110 1 7",NA,0
"9 1 110 1 8",NA,0
"9 1 110 1 9",NA,0
"9 1 110 1 10",NA,0
"1 0 110 2 -10",NA,0
"1 0 110 2 -9",0,2
"1 0 110 2 -8",0,4
"1 0 110 2 -7",0,8
"1 0 110 2 -6",0,19
"1 0 110 2 -5",0.131147540983607,61
"1 0 110 2 -4",0.169398907103825,183
"1 0 110 2 -3",0.240641711229947,374
"1 0 110 2 -2",0.342925659472422,834
"1 0 110 2 -1",0.446855870895938,1797
"1 0 110 2 0",0.554054054054054,4958
"1 0 110 2 1",NA,0
"1 0 110 2 2",NA,0
"1 0 110 2 3",NA,0
"1 0 110 2 4",NA,0
"1 0 110 2 5",NA,0
"1 0 110 2 6",NA,0
"1 0 110 2 7",NA,0
"1 0 110 2 8",NA,0
"1 0 110 2 9",NA,0
"1 0 110 2 10",NA,0
"2 0 110 2 -10",0,1
"2 0 110 2 -9",0,7
"2 0 110 2 -8",0.0833333333333333,12
"2 0 110 2 -7",0,39
"2 0 110 2 -6",0.0897435897435897,78
"2 0 110 2 -5",0.114754098360656,122
"2 0 110 2 -4",0.180392156862745,255
"2 0 110 2 -3",0.249443207126949,449
"2 0 110 2 -2",0.314910025706941,778
"2 0 110 2 -1",0.420830401125968,1421
"2 0 110 2 0",0.531306550850525,2763
"2 0 110 2 1",0.673640167364017,717
"2 0 110 2 2",0.746376811594203,414
"2 0 110 2 3",0.846491228070175,228
"2 0 110 2 4",0.88785046728972,107
"2 0 110 2 5",0.916666666666667,36
"2 0 110 2 6",0.909090909090909,11
"2 0 110 2 7",1,5
"2 0 110 2 8",1,2
"2 0 110 2 9",1,1
"2 0 110 2 10",NA,0
"3 0 110 2 -10",0,7
"3 0 110 2 -9",0,16
"3 0 110 2 -8",0.0512820512820513,39
"3 0 110 2 -7",0.0175438596491228,57
"3 0 110 2 -6",0.0703125,128
"3 0 110 2 -5",0.0904522613065327,199
"3 0 110 2 -4",0.15748031496063,381
"3 0 110 2 -3",0.195688225538972,603
"3 0 110 2 -2",0.310728744939271,988
"3 0 110 2 -1",0.448371448371448,1443
"3 0 110 2 0",0.534733441033926,1857
"3 0 110 2 1",0.659714599341383,911
"3 0 110 2 2",0.752851711026616,526
"3 0 110 2 3",0.785714285714286,308
"3 0 110 2 4",0.858108108108108,148
"3 0 110 2 5",0.911111111111111,90
"3 0 110 2 6",0.938775510204082,49
"3 0 110 2 7",0.958333333333333,24
"3 0 110 2 8",0.857142857142857,7
"3 0 110 2 9",1,5
"3 0 110 2 10",1,5
"4 0 110 2 -10",0,18
"4 0 110 2 -9",0,23
"4 0 110 2 -8",0.0161290322580645,62
"4 0 110 2 -7",0.00980392156862745,102
"4 0 110 2 -6",0.0705128205128205,156
"4 0 110 2 -5",0.088339222614841,283
"4 0 110 2 -4",0.121212121212121,429
"4 0 110 2 -3",0.189024390243902,656
"4 0 110 2 -2",0.286177105831533,926
"4 0 110 2 -1",0.413625304136253,1233
"4 0 110 2 0",0.539170506912442,1519
"4 0 110 2 1",0.646569646569647,962
"4 0 110 2 2",0.783227848101266,632
"4 0 110 2 3",0.850961538461538,416
"4 0 110 2 4",0.926470588235294,272
"4 0 110 2 5",0.937062937062937,143
"4 0 110 2 6",0.975903614457831,83
"4 0 110 2 7",1,37
"4 0 110 2 8",1,13
"4 0 110 2 9",1,13
"4 0 110 2 10",1,4
"5 0 110 2 -10",0,40
"5 0 110 2 -9",0,56
"5 0 110 2 -8",0.010989010989011,91
"5 0 110 2 -7",0.0454545454545455,132
"5 0 110 2 -6",0.051063829787234,235
"5 0 110 2 -5",0.0672514619883041,342
"5 0 110 2 -4",0.116700201207243,497
"5 0 110 2 -3",0.180851063829787,752
"5 0 110 2 -2",0.265237020316027,886
"5 0 110 2 -1",0.378181818181818,1100
"5 0 110 2 0",0.526440410418311,1267
"5 0 110 2 1",0.668686868686869,990
"5 0 110 2 2",0.767080745341615,644
"5 0 110 2 3",0.859649122807018,456
"5 0 110 2 4",0.878205128205128,312
"5 0 110 2 5",0.929824561403509,171
"5 0 110 2 6",0.963636363636364,110
"5 0 110 2 7",0.986301369863014,73
"5 0 110 2 8",1,35
"5 0 110 2 9",1,25
"5 0 110 2 10",1,6
"6 0 110 2 -10",0,46
